id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
15170,1,5,1,2,0,1,1,7,157.0,8
15171,1,5,1,4,1,1,0,10,12.0,1
15172,1,5,1,1,0,1,1,10,25.0,6
15173,0,4,1,1,0,1,0,7,26.0,1
15174,1,4,1,1,1,1,0,10,152.0,6
15175,1,3,1,4,1,2,0,10,152.0,1
15176,0,3,1,4,0,1,1,7,157.0,2
15177,0,3,1,3,0,2,1,10,122.0,8
15178,1,3,1,4,1,2,0,10,152.0,7
15179,0,3,1,1,1,2,0,10,152.0,8
15180,0,6,1,3,0,1,0,7,158.0,3
15181,1,6,1,3,0,1,0,10,26.0,1
15182,1,3,1,3,1,2,0,10,152.0,3
15183,0,4,1,4,0,1,1,7,124.0,8
15184,0,3,1,4,0,1,1,7,156.0,2
15185,0,4,1,1,0,1,1,7,124.0,5
15186,1,4,1,1,1,1,0,10,124.0,1
15187,1,3,1,3,0,1,0,10,124.0,1
15188,0,3,1,3,0,2,1,10,152.0,5
15189,1,4,1,3,1,1,0,10,124.0,9
15190,1,3,1,4,1,2,0,10,152.0,8
15191,1,4,1,2,1,1,0,10,152.0,9
15192,0,4,1,3,1,1,0,7,122.0,6
15193,0,3,1,4,1,2,0,10,160.0,5
15194,0,3,1,1,1,2,0,10,152.0,6
15195,0,3,1,2,1,2,0,10,152.0,1
15196,0,3,1,2,0,2,0,7,152.0,7
15197,0,3,1,3,1,2,0,7,160.0,3
15198,0,5,1,4,0,1,1,10,124.0,6
15199,1,3,1,2,1,2,0,10,152.0,0
15200,1,3,1,4,0,2,1,7,152.0,3
15201,0,5,1,3,0,1,1,10,26.0,4
15202,1,3,1,1,1,2,0,7,152.0,8
15203,0,4,1,3,0,1,1,10,124.0,1
15204,1,3,1,4,1,2,0,9,160.0,9
15205,1,3,1,3,1,2,0,10,152.0,0
15206,0,4,1,4,0,1,0,10,152.0,0
15207,0,3,1,4,1,2,0,10,152.0,9
15208,1,3,1,2,1,2,0,7,152.0,0
15209,1,3,1,1,1,2,0,10,152.0,9
15210,0,3,1,3,0,2,1,10,152.0,8
15211,0,3,1,4,0,2,1,10,26.0,4
15212,1,3,1,1,1,2,0,10,160.0,3
15213,0,3,1,2,0,2,1,7,152.0,7
15214,0,4,1,3,1,1,0,10,26.0,5
15215,0,3,1,2,0,2,1,10,152.0,9
15216,0,5,1,3,1,1,0,10,124.0,1
15217,1,4,1,3,0,1,1,10,124.0,1
15218,0,3,1,3,1,2,0,10,152.0,5
15219,0,5,1,3,0,1,1,10,26.0,2
15220,0,5,1,3,1,1,0,10,124.0,8
15221,0,5,1,1,0,1,1,10,26.0,4
15222,1,3,1,3,1,2,0,10,152.0,0
15223,0,4,1,3,1,1,0,10,26.0,6
15224,0,4,1,3,1,1,0,10,26.0,7
15225,1,3,1,3,0,1,1,10,154.0,3
15226,1,4,1,2,1,1,0,10,26.0,1
15227,1,3,1,4,1,2,0,10,152.0,6
15228,0,4,1,4,0,1,1,10,26.0,3
15229,1,5,1,1,0,1,1,10,26.0,3
15230,1,3,1,3,1,2,0,10,152.0,7
15231,1,3,1,4,1,2,1,9,160.0,5
15232,0,6,1,3,1,1,0,10,25.0,9
15233,0,4,1,2,0,1,1,10,124.0,6
15234,1,5,1,3,1,1,0,7,124.0,5
15235,1,4,1,2,0,3,1,10,26.0,7
15236,1,3,1,3,1,2,0,10,152.0,7
15237,1,5,1,3,0,3,1,10,26.0,4
15238,1,3,1,3,0,2,1,10,152.0,8
15239,1,4,1,4,0,1,1,7,26.0,0
15240,0,3,1,3,0,2,1,10,152.0,2
15241,1,3,1,4,0,2,1,10,152.0,5
15242,1,4,1,4,1,1,0,10,26.0,3
15243,1,4,1,4,0,1,1,10,124.0,1
15244,0,5,1,1,0,3,1,7,156.0,1
15245,1,4,1,4,1,1,0,10,124.0,5
15246,0,3,1,3,1,2,0,10,152.0,3
15247,1,3,1,3,1,2,0,10,152.0,5
15248,0,3,1,3,0,1,1,10,124.0,5
15249,0,4,1,2,0,1,1,9,124.0,9
15250,1,3,1,3,0,1,1,10,26.0,6
15251,1,3,1,3,0,2,1,10,152.0,8
15252,1,4,1,3,0,3,1,10,26.0,0
15253,0,5,1,3,0,1,1,10,154.0,1
15254,1,3,1,3,1,2,0,10,152.0,6
15255,0,4,1,3,1,1,0,10,124.0,5
15256,1,3,1,3,0,2,1,7,152.0,2
15257,0,4,1,2,0,1,1,7,124.0,8
15258,1,4,1,3,0,1,1,10,124.0,5
15259,1,3,1,1,1,2,0,10,152.0,1
15260,1,5,1,3,1,1,0,10,152.0,7
15261,0,3,1,1,0,2,1,10,152.0,6
15262,1,3,1,2,1,2,0,10,152.0,5
15263,0,3,1,4,0,1,1,10,26.0,5
15264,1,4,1,4,1,1,0,7,156.0,8
15265,1,4,1,3,1,1,0,10,124.0,8
15266,0,3,1,4,0,1,1,10,154.0,2
15267,0,4,1,1,0,1,1,10,124.0,3
15268,1,3,1,2,1,2,0,10,152.0,1
15269,0,3,1,4,1,1,0,7,26.0,1
15270,0,3,1,4,0,2,1,10,152.0,3
15271,0,5,1,1,0,1,1,10,26.0,8
15272,1,5,1,4,1,1,0,10,124.0,6
15273,1,6,1,1,1,1,0,10,124.0,5
15274,0,3,1,4,0,2,1,10,152.0,7
15275,0,5,1,4,0,1,1,10,26.0,1
15276,1,3,1,1,1,2,0,10,152.0,5
15277,0,4,1,4,0,1,1,11,124.0,9
15278,0,5,1,3,0,3,1,10,26.0,5
15279,0,3,1,1,1,2,0,10,152.0,7
15280,1,3,1,4,1,2,0,10,152.0,9
15281,0,3,1,3,1,2,0,10,152.0,1
15282,1,3,1,2,0,2,0,10,152.0,9
15283,0,4,1,3,1,1,0,10,152.0,2
15284,0,5,1,3,0,3,1,10,26.0,7
15285,0,3,1,3,0,1,1,10,124.0,7
15286,0,4,1,2,1,1,0,7,26.0,9
15287,0,3,1,2,1,2,0,7,152.0,5
15288,0,3,1,3,0,1,1,10,156.0,5
15289,1,3,1,1,1,2,0,7,152.0,5
15290,0,6,1,2,0,1,1,7,26.0,8
15291,1,3,1,2,1,2,0,10,152.0,7
15292,1,4,1,1,1,1,0,10,124.0,6
15293,0,3,1,4,1,2,0,10,152.0,7
15294,0,3,1,3,1,1,1,10,124.0,1
15295,1,4,1,3,1,1,0,10,26.0,6
15296,1,3,1,4,1,2,0,10,160.0,7
15297,1,4,1,4,0,1,1,10,152.0,3
15298,0,5,1,3,0,1,0,10,26.0,2
15299,1,4,1,3,0,1,1,10,124.0,4
15300,1,3,1,4,1,2,0,10,152.0,0
15301,0,3,1,4,1,2,0,10,152.0,9
15302,0,3,1,2,0,2,0,10,152.0,0
15303,1,3,1,4,0,2,1,10,124.0,0
15304,0,3,1,2,1,2,0,10,152.0,2
15305,1,4,1,3,1,1,0,10,26.0,2
15306,1,4,1,3,0,3,1,10,26.0,7
15307,0,4,1,1,0,1,1,10,156.0,1
15308,1,4,1,3,0,1,1,10,26.0,4
15309,0,4,1,4,1,1,0,10,11.0,9
15310,1,4,1,2,1,1,0,7,26.0,2
15311,1,3,1,3,1,2,0,10,152.0,7
15312,0,5,1,3,0,1,1,10,152.0,1
15313,0,5,1,4,1,1,0,10,124.0,0
15314,0,3,1,3,1,2,1,7,152.0,1
15315,1,3,1,3,1,2,0,10,152.0,2
15316,0,3,1,3,1,2,0,7,160.0,5
15317,1,3,1,3,1,2,0,10,152.0,3
15318,1,3,1,4,1,2,0,7,152.0,9
15319,0,4,1,3,1,1,0,10,26.0,1
15320,1,3,1,2,1,2,0,10,151.0,8
15321,0,4,1,3,1,1,0,10,26.0,2
15322,1,3,1,4,1,2,0,10,152.0,5
15323,0,3,1,3,0,2,1,10,124.0,2
15324,0,3,1,1,1,2,0,10,152.0,0
15325,0,3,1,3,1,2,0,10,152.0,1
15326,1,6,1,3,0,1,1,11,26.0,4
15327,1,3,1,4,1,2,0,10,26.0,3
15328,0,3,1,3,1,2,0,7,152.0,9
15329,0,5,1,4,1,1,0,7,124.0,0
15330,0,3,1,1,1,2,0,10,152.0,7
15331,0,3,1,2,1,2,0,10,152.0,2
15332,0,4,1,1,0,1,1,10,124.0,7
15333,0,3,1,3,1,2,0,10,152.0,4
15334,0,3,1,4,1,1,0,7,156.0,1
15335,1,3,1,3,1,2,0,10,152.0,8
15336,0,4,1,2,0,1,1,10,26.0,0
15337,0,3,1,4,0,2,1,10,160.0,9
15338,0,5,1,3,0,3,1,10,124.0,7
15339,0,4,1,2,0,1,1,7,154.0,3
15340,1,4,1,3,0,1,1,10,124.0,3
15341,1,3,1,3,1,2,0,10,152.0,2
15342,1,4,1,4,0,1,1,10,124.0,8
15343,0,3,1,1,1,2,0,9,160.0,5
15344,1,3,1,4,1,2,0,10,160.0,2
15345,0,3,1,1,1,2,0,10,152.0,4
15346,1,5,1,1,0,3,1,7,157.0,7
15347,1,5,1,3,0,3,1,10,26.0,5
15348,0,3,1,1,1,2,0,7,160.0,8
15349,1,3,1,2,1,2,1,7,160.0,2
15350,0,3,1,2,1,2,0,10,152.0,0
15351,1,5,1,4,0,1,1,10,124.0,8
15352,1,3,1,2,1,2,0,11,152.0,7
15353,0,4,1,3,0,3,1,10,122.0,1
15354,0,3,1,3,1,1,0,10,26.0,8
15355,0,4,1,3,0,1,0,10,26.0,8
15356,1,3,1,1,0,2,0,10,160.0,4
15357,1,3,1,2,1,2,0,10,152.0,1
15358,0,5,1,3,0,3,1,10,124.0,4
15359,1,5,1,1,1,1,0,7,124.0,0
15360,1,3,1,4,1,2,0,9,160.0,9
15361,0,5,1,3,1,1,0,7,26.0,7
15362,0,3,1,1,0,2,1,9,154.0,2
15363,0,3,1,4,0,2,1,10,152.0,9
15364,1,3,1,4,1,1,0,7,157.0,6
15365,1,3,1,4,1,2,0,10,152.0,7
15366,1,3,1,4,1,2,0,10,152.0,8
15367,0,4,1,3,0,1,1,10,26.0,2
15368,1,3,1,1,1,2,0,10,152.0,4
15369,1,4,1,3,0,1,1,10,124.0,0
15370,0,3,1,3,0,2,1,7,26.0,8
15371,1,3,1,3,1,2,0,10,152.0,3
15372,0,3,1,2,1,2,0,10,152.0,3
15373,0,3,1,1,0,1,1,7,157.0,0
15374,1,3,1,2,1,2,0,10,152.0,7
15375,1,3,1,4,0,2,1,10,160.0,4
15376,1,3,1,1,1,2,0,7,160.0,2
15377,0,4,1,3,0,1,1,10,124.0,7
15378,0,4,1,3,1,1,0,10,124.0,8
15379,1,4,1,4,1,1,0,7,26.0,9
15380,0,4,1,3,0,1,1,10,26.0,5
15381,1,5,1,4,1,1,0,10,7.0,1
15382,0,4,1,2,0,1,1,10,124.0,2
15383,1,3,1,4,1,2,0,10,152.0,1
15384,1,3,1,3,1,2,0,10,152.0,8
15385,1,3,1,3,1,2,0,10,152.0,7
15386,1,3,1,1,1,2,0,10,152.0,1
15387,1,3,1,4,1,2,0,10,152.0,2
15388,0,3,1,4,1,2,0,10,152.0,3
15389,1,4,1,1,0,1,1,10,124.0,7
15390,0,5,1,3,1,1,0,10,26.0,5
15391,0,3,1,4,1,2,0,10,152.0,3
15392,0,4,1,1,0,3,1,7,124.0,7
15393,0,3,1,3,0,1,1,7,124.0,5
15394,0,3,1,1,0,2,1,10,160.0,7
15395,0,5,1,4,1,1,0,10,26.0,3
15396,0,5,1,4,1,1,0,7,21.0,1
15397,1,4,1,3,0,1,1,10,155.0,7
15398,1,3,1,3,0,2,1,10,152.0,7
15399,1,3,1,2,0,2,0,10,152.0,0
15400,1,3,1,1,1,2,0,10,152.0,8
15401,1,5,1,3,0,1,1,7,160.0,6
15402,1,4,1,1,0,1,1,11,25.0,5
15403,0,3,1,4,1,2,0,10,152.0,3
15404,1,3,1,4,1,2,0,10,152.0,2
15405,0,6,1,3,0,1,1,10,26.0,9
15406,0,4,1,1,0,1,1,10,26.0,1
15407,1,4,1,3,0,1,1,10,26.0,4
15408,1,3,1,3,1,2,0,10,152.0,5
15409,0,3,1,4,0,1,1,7,156.0,6
15410,0,5,1,3,1,1,0,10,122.0,1
15411,0,3,1,4,1,2,0,10,152.0,2
15412,1,3,1,3,0,1,1,10,163.0,2
15413,1,5,1,3,0,3,1,7,26.0,1
15414,1,3,1,3,0,2,1,10,124.0,1
15415,0,3,1,1,1,2,0,10,152.0,8
15416,0,4,1,4,0,1,1,10,124.0,2
15417,0,3,1,4,0,2,1,7,152.0,4
15418,0,5,1,3,1,1,0,10,26.0,5
15419,1,4,1,4,0,1,1,9,124.0,6
15420,1,4,1,1,1,1,0,10,124.0,1
15421,0,4,1,4,0,1,1,10,124.0,4
15422,0,3,1,4,1,2,0,10,160.0,1
15423,0,3,1,4,0,2,1,10,124.0,1
15424,0,6,1,3,1,1,0,7,26.0,1
15425,1,6,1,3,0,3,1,7,157.0,6
15426,1,3,1,1,1,2,0,10,152.0,6
15427,0,3,1,2,1,2,0,10,152.0,6
15428,1,3,1,3,1,1,0,10,163.0,6
15429,1,5,1,1,0,1,1,10,26.0,2
15430,1,3,1,3,1,2,0,10,152.0,3
15431,1,3,1,1,1,2,0,9,152.0,9
15432,0,4,1,4,0,1,1,7,3.0,2
15433,0,3,1,3,1,2,0,10,152.0,5
15434,1,3,1,1,1,2,0,10,152.0,4
15435,1,4,1,3,1,1,0,10,124.0,3
15436,0,4,1,3,0,1,1,10,26.0,3
15437,1,3,1,2,1,2,0,7,152.0,6
15438,1,3,1,4,1,2,0,10,152.0,3
15439,1,3,1,3,0,2,1,7,156.0,3
15440,0,3,1,4,1,2,0,10,160.0,7
15441,0,3,1,2,1,2,0,10,152.0,5
15442,0,4,1,3,0,1,1,10,124.0,5
15443,0,5,1,1,1,1,0,10,124.0,6
15444,0,3,1,3,1,2,0,10,152.0,1
15445,1,3,1,3,0,2,1,10,152.0,7
15446,0,6,1,3,0,1,1,10,154.0,4
15447,0,3,1,4,0,2,1,10,124.0,3
15448,1,3,1,1,0,2,1,10,152.0,8
15449,0,3,1,1,1,2,0,10,160.0,1
15450,1,4,1,3,0,1,0,10,26.0,2
15451,0,3,1,4,1,2,0,10,160.0,1
15452,1,6,1,3,0,3,1,10,124.0,6
15453,0,5,1,2,0,1,1,7,124.0,0
15454,1,3,1,2,1,2,0,10,160.0,2
15455,1,3,1,1,1,2,0,10,152.0,0
15456,1,4,1,3,0,1,1,10,26.0,8
15457,1,3,1,4,1,2,0,10,152.0,2
15458,0,4,1,2,0,1,1,10,124.0,4
15459,1,5,1,3,0,1,1,10,26.0,4
15460,0,5,1,2,0,3,1,7,26.0,5
15461,0,3,1,4,1,2,0,10,152.0,8
15462,0,3,1,2,1,2,0,10,152.0,4
15463,0,3,1,2,1,2,0,10,152.0,6
15464,1,3,1,2,1,2,0,9,152.0,9
15465,1,3,1,2,0,2,0,10,152.0,8
15466,1,3,1,3,0,2,1,10,26.0,7
15467,1,3,1,4,0,2,1,10,152.0,0
15468,0,4,1,1,0,1,1,10,157.0,3
15469,0,4,1,2,0,1,1,10,26.0,1
15470,1,4,1,2,0,1,0,10,152.0,1
15471,0,3,1,2,0,1,1,7,156.0,8
15472,0,4,1,3,0,1,1,10,154.0,6
15473,0,3,1,2,1,2,0,9,152.0,6
15474,0,3,1,4,0,2,1,10,160.0,2
15475,0,3,1,3,1,2,0,10,152.0,9
15476,1,4,1,4,0,1,1,7,150.0,0
15477,1,3,1,3,1,1,0,10,124.0,6
15478,1,4,1,4,0,1,0,10,124.0,6
15479,0,5,1,2,0,1,1,7,124.0,6
15480,1,5,1,3,0,1,1,10,152.0,8
15481,1,4,1,3,0,1,1,7,26.0,9
15482,0,4,1,3,0,3,1,10,13.0,5
15483,0,3,1,3,1,2,0,10,152.0,8
15484,0,4,1,2,1,1,0,10,131.0,3
15485,1,4,1,3,0,1,1,7,157.0,2
15486,0,4,1,3,0,1,1,10,26.0,8
15487,0,4,1,1,0,1,1,10,124.0,5
15488,0,3,1,1,1,2,0,10,160.0,7
15489,1,3,1,4,1,2,0,10,152.0,7
15490,0,3,1,4,1,2,0,10,152.0,0
15491,0,3,1,3,1,2,0,10,152.0,3
15492,1,3,1,2,0,2,0,10,152.0,0
15493,0,4,1,3,0,1,1,10,124.0,8
15494,0,4,1,3,0,1,1,10,26.0,2
15495,1,5,1,3,0,1,1,10,124.0,8
15496,0,4,1,4,0,1,1,10,124.0,0
15497,1,3,1,4,1,2,1,10,152.0,9
15498,0,3,1,3,0,2,1,10,154.0,7
15499,1,3,1,4,1,2,0,10,152.0,5
15500,1,3,1,3,1,2,0,10,152.0,8
15501,1,3,1,4,1,2,0,10,152.0,7
15502,1,3,1,1,0,2,1,7,152.0,9
15503,0,5,1,4,0,1,0,10,26.0,0
15504,1,3,1,3,0,2,1,7,124.0,8
15505,0,4,1,1,1,1,0,7,26.0,1
15506,0,3,1,4,0,2,1,10,152.0,1
15507,1,3,1,4,1,2,0,7,160.0,5
15508,0,5,1,1,1,1,1,7,156.0,5
15509,0,4,1,4,0,1,1,10,31.0,5
15510,1,4,1,2,1,1,0,10,26.0,3
15511,1,3,1,2,1,2,0,10,152.0,0
15512,0,5,1,4,0,1,1,10,11.0,1
15513,1,3,1,2,1,2,0,10,152.0,3
15514,0,4,1,3,1,1,0,10,26.0,6
15515,1,3,1,4,1,2,0,10,152.0,3
15516,0,3,1,3,1,2,0,10,152.0,6
15517,1,3,1,3,0,1,1,10,124.0,5
15518,1,3,1,3,0,2,1,10,122.0,5
15519,1,4,1,3,0,1,1,10,26.0,4
15520,0,3,1,3,1,2,0,10,152.0,8
15521,0,5,1,2,1,1,0,7,124.0,5
15522,0,4,1,1,1,1,0,7,7.0,8
15523,1,5,1,3,1,1,0,11,122.0,8
15524,0,3,1,3,0,2,1,10,122.0,9
15525,0,3,1,2,1,2,0,10,152.0,7
15526,0,3,1,1,0,2,1,10,160.0,5
15527,0,4,1,3,0,1,0,10,26.0,7
15528,0,4,1,3,0,1,1,10,4.0,1
15529,0,4,1,3,0,1,1,10,26.0,4
15530,1,4,1,3,0,1,1,7,152.0,3
15531,1,3,1,1,0,1,0,7,156.0,3
15532,1,3,1,3,1,2,0,10,152.0,9
15533,1,4,1,3,0,3,1,10,26.0,2
15534,0,4,1,3,0,1,1,10,124.0,7
15535,0,5,1,3,1,1,0,10,25.0,0
15536,1,4,1,3,0,1,1,10,26.0,4
15537,1,3,1,1,1,2,0,10,152.0,3
15538,1,3,1,2,1,2,0,10,152.0,6
15539,0,4,1,3,0,1,1,10,26.0,5
15540,0,3,1,4,1,2,0,10,152.0,3
15541,0,5,1,3,1,1,0,10,26.0,3
15542,1,3,1,4,1,2,0,10,152.0,7
15543,0,3,1,4,1,2,0,10,152.0,4
15544,0,3,1,3,1,2,0,10,152.0,4
15545,0,5,1,4,0,1,1,10,26.0,9
15546,1,3,1,3,1,2,0,10,152.0,7
15547,0,4,1,4,1,1,1,7,26.0,2
15548,0,5,1,1,0,1,1,7,26.0,7
15549,0,5,1,4,0,1,0,10,127.0,2
15550,0,3,1,4,1,2,0,10,152.0,6
15551,1,4,1,3,0,1,1,11,26.0,5
15552,0,3,1,1,1,2,0,10,152.0,2
15553,0,3,1,1,1,2,0,9,152.0,9
15554,1,3,1,4,0,2,0,10,152.0,2
15555,1,4,1,3,0,1,1,10,124.0,2
15556,0,5,1,3,1,1,0,10,60.0,1
15557,0,5,1,3,0,1,1,11,26.0,5
15558,0,4,1,4,1,1,0,7,11.0,5
15559,0,5,1,4,0,1,1,10,26.0,8
15560,1,5,1,3,0,1,1,7,26.0,3
15561,1,5,1,4,0,1,1,10,11.0,6
15562,1,5,1,3,1,1,0,10,24.0,5
15563,1,3,1,3,1,2,0,10,152.0,6
15564,1,4,1,2,0,1,1,7,26.0,8
15565,0,5,1,3,0,1,0,10,26.0,7
15566,0,3,1,3,1,2,0,10,152.0,2
15567,1,5,1,3,0,1,1,10,26.0,6
15568,0,4,1,3,0,3,1,10,26.0,2
15569,1,4,1,4,1,1,0,10,26.0,9
15570,0,3,1,2,1,2,0,10,152.0,4
15571,1,3,1,4,1,2,0,10,152.0,6
15572,1,3,1,4,1,2,0,10,151.0,7
15573,1,5,1,3,0,1,1,7,124.0,4
15574,1,3,1,2,1,2,0,10,152.0,0
15575,0,4,1,3,0,1,1,7,124.0,3
15576,0,4,1,3,0,1,1,11,26.0,7
15577,0,3,1,4,0,2,1,10,160.0,8
15578,0,4,1,3,0,1,1,10,42.0,9
15579,1,4,1,4,0,1,1,10,26.0,9
15580,0,3,1,4,1,2,0,10,152.0,7
15581,0,3,1,3,1,2,0,10,152.0,3
15582,1,5,1,3,0,1,1,10,24.0,4
15583,1,3,1,1,1,2,0,10,152.0,5
15584,1,5,1,3,0,1,1,10,124.0,8
15585,0,5,1,3,0,3,1,10,26.0,7
15586,0,3,1,4,1,2,0,10,152.0,4
15587,1,4,1,4,0,1,1,7,26.0,9
15588,0,6,1,4,0,1,1,10,26.0,7
15589,1,5,1,3,1,1,0,10,26.0,8
15590,1,3,1,4,0,2,1,10,152.0,9
15591,0,4,1,4,0,1,1,10,124.0,2
15592,0,6,1,4,0,3,1,10,26.0,9
15593,0,4,1,3,1,1,0,10,124.0,3
15594,0,4,1,3,0,1,1,10,124.0,5
15595,0,4,1,3,0,3,1,10,26.0,7
15596,0,4,1,3,0,2,0,7,1.0,2
15597,1,3,1,3,0,1,1,7,124.0,4
15598,0,6,1,2,0,1,1,10,124.0,3
15599,0,3,1,4,1,2,0,10,152.0,9
15600,0,5,1,3,1,1,0,10,23.0,5
15601,1,4,1,1,1,1,0,10,7.0,7
15602,1,6,1,3,1,1,1,10,124.0,1
15603,1,4,1,3,1,1,0,10,122.0,9
15604,0,4,1,3,1,1,0,10,52.0,9
15605,0,4,1,3,0,1,1,7,156.0,5
15606,0,3,1,4,1,2,0,10,152.0,0
15607,0,4,1,3,0,1,1,11,124.0,8
15608,0,4,1,4,0,1,1,10,124.0,5
15609,0,3,1,4,1,2,0,10,152.0,0
15610,1,3,1,1,1,2,0,10,152.0,2
15611,0,3,1,1,1,2,0,10,152.0,9
15612,1,3,1,3,1,2,0,7,152.0,7
15613,0,3,1,1,1,1,0,10,152.0,9
15614,0,5,1,3,1,1,0,10,124.0,5
15615,1,4,1,4,1,1,0,10,26.0,6
15616,0,4,1,3,0,3,1,10,26.0,2
15617,0,6,1,4,0,1,1,10,25.0,1
15618,1,4,1,3,1,1,0,10,26.0,7
15619,0,3,1,2,0,2,1,10,124.0,9
15620,1,4,1,4,0,1,1,10,26.0,3
15621,1,4,1,3,0,1,1,10,124.0,1
15622,0,4,1,3,0,3,1,7,157.0,6
15623,0,5,1,2,0,1,0,7,124.0,2
15624,1,4,1,4,0,1,1,10,26.0,8
15625,0,3,1,3,0,2,1,10,152.0,6
15626,0,3,1,1,1,2,0,10,160.0,1
15627,1,3,1,1,1,2,0,10,152.0,1
15628,0,4,1,1,0,1,1,10,124.0,3
15629,1,3,1,3,1,2,0,10,152.0,5
15630,0,4,1,2,0,1,1,7,163.0,9
15631,0,5,1,3,0,1,1,10,26.0,1
15632,1,3,1,4,1,2,0,10,152.0,3
15633,0,4,1,3,0,1,0,7,124.0,2
15634,0,3,1,1,1,1,0,10,152.0,2
15635,0,3,1,1,0,1,1,7,156.0,9
15636,1,4,1,3,0,1,1,10,157.0,8
15637,0,3,1,1,0,2,1,10,26.0,7
15638,0,3,1,3,0,1,0,7,23.0,1
15639,1,4,1,2,0,1,1,10,124.0,2
15640,0,3,1,2,1,2,0,10,152.0,4
15641,0,3,1,1,0,2,1,10,160.0,6
15642,0,6,1,3,0,1,1,10,122.0,1
15643,0,3,1,4,0,2,1,10,152.0,7
15644,0,5,1,1,0,1,1,7,157.0,6
15645,1,3,1,2,0,2,1,10,152.0,5
15646,1,3,1,1,1,2,0,10,152.0,3
15647,1,3,1,2,0,1,1,10,124.0,4
15648,0,4,1,1,0,1,1,10,26.0,0
15649,1,3,1,1,1,2,0,10,152.0,2
15650,0,4,1,1,0,1,1,10,124.0,1
15651,0,4,1,3,1,1,0,10,124.0,6
15652,1,3,1,3,1,2,0,10,152.0,1
15653,0,3,1,2,1,2,0,7,152.0,9
15654,0,3,1,4,1,2,0,10,152.0,0
15655,0,4,1,3,0,1,1,10,122.0,2
15656,1,3,1,4,1,1,0,10,124.0,8
15657,0,5,1,3,0,1,1,10,26.0,7
15658,1,3,1,3,0,1,1,10,124.0,9
15659,0,5,1,3,0,1,1,10,26.0,6
15660,0,3,1,4,1,2,0,10,152.0,3
15661,0,5,1,3,0,3,1,10,26.0,6
15662,1,6,1,3,0,3,1,10,122.0,5
15663,0,4,1,3,0,3,1,11,13.0,0
15664,0,5,1,4,0,1,1,10,124.0,6
15665,1,3,1,4,0,2,1,10,160.0,2
15666,0,4,1,4,0,1,1,10,26.0,3
15667,0,5,1,3,1,1,0,10,22.0,3
15668,0,3,1,3,1,2,0,10,152.0,2
15669,1,3,1,4,1,2,0,7,160.0,7
15670,0,4,1,3,0,1,1,10,26.0,5
15671,0,4,1,2,1,1,0,10,152.0,6
15672,1,4,1,3,0,1,1,10,26.0,5
15673,0,3,1,4,1,2,0,10,152.0,9
15674,0,5,1,2,0,1,0,10,26.0,9
15675,1,4,1,4,0,1,1,10,26.0,2
15676,1,3,1,4,0,2,0,10,152.0,8
15677,0,4,1,3,0,1,1,10,26.0,2
15678,0,3,1,3,1,2,0,10,152.0,7
15679,0,5,1,4,1,1,0,10,124.0,1
15680,0,3,1,1,0,1,1,10,124.0,3
15681,0,3,1,3,0,2,1,7,156.0,8
15682,1,5,1,1,1,1,0,10,152.0,0
15683,0,4,1,3,0,1,1,10,26.0,6
15684,0,3,1,3,1,2,0,10,152.0,7
15685,1,3,1,1,1,2,0,7,152.0,2
15686,1,3,1,1,1,2,0,10,160.0,5
15687,0,5,1,1,1,1,0,7,26.0,8
15688,1,3,1,3,1,2,0,10,152.0,3
15689,0,4,1,2,0,1,1,7,157.0,2
15690,1,3,1,2,1,2,0,10,152.0,6
15691,1,5,1,4,1,1,0,7,124.0,1
15692,1,3,1,4,0,2,1,7,152.0,9
15693,1,3,1,4,1,2,0,10,152.0,2
15694,0,4,1,4,1,1,0,7,26.0,0
15695,1,3,1,3,1,2,0,10,152.0,5
15696,0,3,1,3,0,1,1,10,163.0,2
15697,1,3,1,1,1,2,0,10,152.0,2
15698,0,3,1,4,0,1,1,10,124.0,8
15699,0,4,1,1,0,1,1,10,124.0,4
15700,1,3,1,1,1,2,0,10,152.0,8
15701,0,4,1,4,0,1,1,10,124.0,7
15702,0,6,1,1,0,1,1,10,52.0,6
15703,1,3,1,4,1,2,0,10,152.0,6
15704,0,3,1,3,0,2,1,10,152.0,5
15705,0,5,1,1,0,1,1,7,124.0,7
15706,0,4,1,3,0,1,1,10,26.0,5
15707,0,5,1,3,0,1,1,10,56.0,4
15708,1,5,1,4,1,1,0,7,26.0,4
15709,1,3,1,3,1,2,0,10,152.0,0
15710,0,5,1,4,1,1,1,10,26.0,2
15711,0,5,1,4,0,1,1,10,8.0,4
15712,1,3,1,4,0,2,1,9,26.0,6
15713,0,3,1,4,1,2,0,10,124.0,9
15714,1,3,1,4,1,2,0,10,152.0,3
15715,0,4,1,4,0,1,1,7,156.0,6
15716,0,3,1,4,0,2,1,10,152.0,4
15717,0,4,1,1,0,1,1,7,124.0,0
15718,0,4,1,2,1,1,0,10,26.0,6
15719,1,6,1,3,0,1,1,10,26.0,4
15720,1,3,1,3,0,2,1,10,160.0,6
15721,0,5,1,2,1,1,0,10,26.0,7
15722,0,3,1,4,1,2,0,7,152.0,5
15723,1,4,1,2,0,1,1,10,3.0,2
15724,0,3,1,4,1,2,0,10,152.0,1
15725,0,3,1,3,1,2,0,10,152.0,2
15726,1,3,1,3,1,2,0,11,152.0,5
