id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
32818,1,5,1,1,0,1,1,7,157.0,6,1
32819,0,4,1,4,0,1,1,7,26.0,5,1
32820,1,3,1,3,1,2,0,10,152.0,9,0
32821,0,4,1,3,0,1,1,10,122.0,5,0
32822,1,3,1,1,1,2,0,10,151.0,0,0
32823,0,5,1,3,0,3,1,10,154.0,7,0
32824,1,5,1,3,1,1,0,10,124.0,8,0
32825,0,3,1,1,1,2,0,10,152.0,3,0
32826,0,3,1,1,1,2,0,10,152.0,3,0
32827,1,3,1,3,1,2,0,10,152.0,6,0
32828,1,4,1,4,1,1,0,10,160.0,3,0
32829,0,3,1,3,0,1,1,10,154.0,0,1
32830,1,4,1,3,0,1,1,10,122.0,0,0
32831,1,5,1,4,0,1,1,7,26.0,6,0
32832,0,4,1,3,1,1,0,10,52.0,9,0
32833,0,4,1,3,0,1,1,10,124.0,0,0
32834,1,4,1,3,0,1,1,10,157.0,4,0
32835,0,4,1,3,1,1,0,10,124.0,9,0
32836,0,5,1,3,0,1,1,10,152.0,6,0
32837,1,4,1,1,0,1,1,10,26.0,3,0
32838,1,4,1,3,0,1,1,10,124.0,3,0
32839,0,6,1,3,1,1,0,10,26.0,5,0
32840,1,3,1,4,1,2,0,10,152.0,0,0
32841,1,5,1,3,1,1,0,10,152.0,2,0
32842,0,3,1,3,1,2,0,10,152.0,7,0
32843,0,4,1,2,1,1,0,7,124.0,6,0
32844,0,3,1,2,0,1,1,10,156.0,2,1
32845,1,3,1,4,1,2,1,7,160.0,9,0
32846,0,3,1,1,0,2,1,10,152.0,3,0
32847,1,3,1,2,1,2,0,10,152.0,6,0
32848,0,3,1,2,1,2,0,10,152.0,6,0
32849,0,4,1,4,0,1,1,10,156.0,0,0
32850,0,4,1,3,0,1,1,7,26.0,7,1
32851,1,4,1,4,0,1,1,10,26.0,4,0
32852,0,4,1,4,0,1,1,10,26.0,1,1
32853,0,3,1,3,1,2,0,10,152.0,7,0
32854,1,3,1,3,1,2,0,10,152.0,6,0
32855,0,4,1,4,1,1,0,9,26.0,1,0
32856,1,3,1,4,1,2,0,10,152.0,9,0
32857,1,4,1,3,0,1,1,7,26.0,7,0
32858,0,5,1,1,0,1,1,10,124.0,1,0
32859,0,4,1,3,1,1,0,10,124.0,4,0
32860,0,4,1,2,0,1,1,10,163.0,4,1
32861,1,4,1,1,1,1,0,10,26.0,1,0
32862,1,4,1,3,0,1,1,7,156.0,6,1
32863,0,4,1,4,1,1,0,10,26.0,9,0
32864,1,3,1,4,1,2,0,10,152.0,8,0
32865,0,6,1,3,0,1,1,10,122.0,3,1
32866,1,3,1,3,1,2,0,10,152.0,7,0
32867,0,3,1,3,0,2,0,7,152.0,9,0
32868,1,3,1,1,1,2,0,10,152.0,1,0
32869,1,3,1,4,0,1,1,10,154.0,2,1
32870,1,3,1,1,0,2,1,10,160.0,7,0
32871,1,3,1,4,1,2,0,9,152.0,6,0
32872,1,4,1,3,1,1,0,11,26.0,9,0
32873,0,4,1,4,0,1,1,7,26.0,6,0
32874,1,4,1,1,0,1,1,10,26.0,0,0
32875,1,5,1,4,1,1,1,10,124.0,0,0
32876,1,4,1,3,0,1,1,11,26.0,7,1
32877,0,5,1,3,0,1,1,10,122.0,1,0
32878,0,4,1,3,0,1,1,10,26.0,5,0
32879,0,3,1,2,1,2,0,7,152.0,9,0
32880,0,4,1,3,0,1,1,7,26.0,9,1
32881,0,4,1,3,0,1,1,10,26.0,3,0
32882,1,3,1,2,1,2,0,9,152.0,7,0
32883,1,3,1,3,0,2,1,7,160.0,1,0
32884,1,3,1,1,1,2,0,10,152.0,2,0
32885,0,4,1,3,0,1,1,10,26.0,4,0
32886,1,3,1,4,1,2,0,10,153.0,7,0
32887,1,4,1,3,0,1,1,10,26.0,3,1
32888,0,5,1,3,0,1,0,10,122.0,4,0
32889,1,3,1,4,1,2,0,10,152.0,8,0
32890,1,3,1,1,1,2,0,11,152.0,8,0
32891,0,4,1,1,1,1,0,7,26.0,1,0
32892,0,3,1,4,1,2,0,10,152.0,1,0
32893,1,4,1,2,1,1,0,10,124.0,2,0
32894,0,3,1,2,0,2,0,10,152.0,2,0
32895,1,3,1,1,1,2,0,10,152.0,5,0
32896,1,3,1,2,0,2,1,10,160.0,4,0
32897,0,3,1,2,1,2,0,10,152.0,4,0
32898,0,6,1,1,1,1,0,11,152.0,2,0
32899,1,4,1,4,0,1,1,10,124.0,6,0
32900,1,3,1,3,1,2,0,10,152.0,7,0
32901,0,4,1,1,1,1,1,10,26.0,7,0
32902,0,3,1,3,1,2,1,10,160.0,8,0
32903,0,4,1,3,1,1,0,10,26.0,6,0
32904,1,4,1,3,0,1,1,10,124.0,7,0
32905,0,5,1,3,0,1,1,10,3.0,5,1
32906,1,4,1,2,1,1,0,10,152.0,5,0
32907,0,4,1,3,0,1,1,10,156.0,4,1
32908,1,4,1,2,0,1,1,7,156.0,0,1
32909,0,4,1,3,0,1,1,10,25.0,3,1
32910,1,3,1,4,0,2,0,7,160.0,3,0
32911,0,5,1,3,0,1,1,10,124.0,9,0
32912,1,6,1,1,1,1,0,7,124.0,4,0
32913,0,5,1,2,0,1,1,7,124.0,3,1
32914,0,4,1,4,0,1,1,10,124.0,0,1
32915,0,3,1,1,1,2,0,9,152.0,4,0
32916,1,4,1,3,0,1,1,7,156.0,6,0
32917,1,3,1,3,1,2,0,10,152.0,5,0
32918,0,3,1,4,1,2,0,10,152.0,6,0
32919,0,3,1,3,0,2,1,10,152.0,4,0
32920,1,3,1,1,1,2,0,10,152.0,4,0
32921,1,5,1,2,0,1,1,10,124.0,5,1
32922,1,4,1,2,0,1,1,10,124.0,8,0
32923,1,3,1,3,1,2,0,10,152.0,2,0
32924,1,3,1,1,1,2,0,10,152.0,3,0
32925,0,4,1,3,0,3,1,10,122.0,8,0
32926,0,3,1,4,1,2,0,10,152.0,7,0
32927,1,4,1,3,0,1,1,10,26.0,3,1
32928,0,4,1,3,0,1,1,10,61.0,7,0
32929,1,5,1,3,0,1,1,10,13.0,1,0
32930,0,6,1,3,1,1,0,10,52.0,6,0
32931,0,3,1,4,1,2,0,10,152.0,6,0
32932,1,5,1,3,0,3,1,11,26.0,9,1
32933,0,4,1,4,0,1,1,10,12.0,3,1
32934,0,5,1,4,0,1,1,10,124.0,6,0
32935,0,3,1,2,1,1,0,10,124.0,4,0
32936,0,3,1,1,1,2,0,10,152.0,4,0
32937,0,5,1,4,0,1,1,10,152.0,5,0
32938,0,5,1,1,0,1,1,7,26.0,9,0
32939,1,4,1,2,1,1,0,10,152.0,7,0
32940,0,5,1,3,0,3,1,10,26.0,9,1
32941,0,5,1,4,0,1,1,7,157.0,8,0
32942,1,3,1,1,1,2,0,10,152.0,3,0
32943,1,3,1,3,1,2,0,10,152.0,4,0
32944,0,3,1,3,1,2,0,10,152.0,3,0
32945,1,3,1,3,0,2,1,7,152.0,3,0
32946,1,3,1,1,1,2,0,9,152.0,8,0
32947,0,4,1,4,0,1,1,10,26.0,7,0
32948,0,3,1,4,1,2,0,10,152.0,3,0
32949,0,3,1,3,1,2,0,10,152.0,7,0
32950,0,5,1,3,1,1,0,10,122.0,5,0
32951,1,4,1,3,0,1,1,10,124.0,2,0
32952,1,5,1,1,0,1,0,7,26.0,2,0
32953,1,5,1,3,1,1,0,10,26.0,1,0
32954,1,3,1,2,0,2,1,10,152.0,2,0
32955,0,5,1,3,1,1,0,10,26.0,5,0
32956,0,3,1,3,0,1,1,10,156.0,2,1
32957,1,5,1,4,1,1,0,7,26.0,8,0
32958,0,4,1,3,0,1,1,10,124.0,4,1
32959,1,3,1,1,1,2,0,10,152.0,5,0
32960,0,3,1,1,1,2,0,10,152.0,8,0
32961,1,5,1,3,0,1,1,7,26.0,3,0
32962,0,5,1,4,0,3,1,10,163.0,2,1
32963,1,4,1,2,0,1,1,10,124.0,2,0
32964,1,5,1,2,0,1,1,7,157.0,9,0
32965,1,3,1,1,1,2,0,10,152.0,8,0
32966,0,4,1,4,0,1,1,10,124.0,6,0
32967,1,3,1,4,1,2,0,10,152.0,7,0
32968,1,3,1,3,1,2,0,10,152.0,8,0
32969,0,4,1,3,0,1,1,10,124.0,5,1
32970,0,3,1,3,0,1,1,11,26.0,5,0
32971,0,3,1,4,0,1,1,9,26.0,9,1
32972,0,5,1,1,1,1,0,10,26.0,6,0
32973,1,3,1,2,1,2,0,10,152.0,1,0
32974,0,5,1,4,1,1,0,10,26.0,0,0
32975,0,4,1,4,1,1,0,10,154.0,4,0
32976,0,3,1,3,1,2,0,10,152.0,2,0
32977,0,3,1,1,0,2,1,10,124.0,3,1
32978,0,5,1,3,1,1,1,10,26.0,2,0
32979,1,4,1,3,0,1,1,10,26.0,5,0
32980,0,4,1,3,0,1,0,10,124.0,4,0
32981,1,3,1,3,1,2,0,7,152.0,2,0
32982,1,3,1,3,1,2,0,11,152.0,3,0
32983,0,3,1,3,0,2,1,7,157.0,9,0
32984,1,3,1,3,0,1,1,10,124.0,7,0
32985,0,3,1,2,1,2,0,10,152.0,4,0
32986,1,4,1,3,0,1,1,10,26.0,5,0
32987,0,3,1,1,0,2,1,10,152.0,5,0
32988,0,4,1,3,1,1,0,10,124.0,7,0
32989,1,3,1,2,0,1,0,7,26.0,1,0
32990,1,5,1,4,0,1,1,7,15.0,8,0
32991,0,3,1,1,1,2,0,10,152.0,4,0
32992,0,4,1,3,0,1,1,7,24.0,7,0
32993,0,4,1,3,1,1,0,10,124.0,2,0
32994,1,3,1,4,1,2,0,10,152.0,7,0
32995,1,3,1,2,0,2,1,10,152.0,4,0
32996,0,3,1,1,1,2,0,10,152.0,3,0
32997,1,3,1,3,0,1,1,10,122.0,4,1
32998,0,4,1,4,0,1,1,10,124.0,2,1
32999,1,3,1,2,0,2,1,11,152.0,4,0
33000,0,4,1,3,0,3,1,10,55.0,8,0
33001,0,5,1,1,1,1,0,10,124.0,3,0
33002,0,4,1,3,1,1,0,10,26.0,8,0
33003,0,4,1,4,0,1,1,10,26.0,0,1
33004,1,4,1,4,1,1,0,7,152.0,8,0
33005,1,3,1,2,0,1,1,7,124.0,8,0
33006,1,4,1,4,0,1,1,10,157.0,3,1
33007,0,3,1,4,1,2,0,10,152.0,4,0
33008,0,5,1,4,0,1,0,10,26.0,5,0
33009,1,4,1,1,0,1,1,10,124.0,2,1
33010,0,3,1,3,0,2,1,10,152.0,4,0
33011,1,3,1,3,1,2,0,9,152.0,2,0
33012,0,5,1,3,0,1,1,10,13.0,6,0
33013,1,3,1,4,1,2,0,10,152.0,9,0
33014,0,3,1,3,1,1,0,10,26.0,5,0
33015,0,5,1,4,1,1,0,10,26.0,7,0
33016,1,3,1,4,1,2,0,9,152.0,8,0
33017,0,4,1,4,0,3,1,10,26.0,5,1
33018,1,5,1,3,1,1,0,10,26.0,0,0
33019,0,3,1,3,0,2,1,10,152.0,4,0
33020,1,3,1,2,1,2,0,10,151.0,0,0
33021,1,4,1,4,1,1,0,10,124.0,9,0
33022,0,3,1,1,1,2,0,10,152.0,3,0
33023,1,5,1,3,0,1,1,7,157.0,8,1
33024,1,5,1,3,0,1,1,10,124.0,9,0
33025,1,3,1,2,0,2,1,7,160.0,7,0
33026,1,3,1,1,1,2,0,10,152.0,7,0
33027,0,3,1,3,0,2,1,10,160.0,3,0
33028,0,5,1,2,1,1,0,10,124.0,9,0
33029,1,3,1,4,1,2,0,10,152.0,7,0
33030,1,4,1,3,0,1,1,11,26.0,9,0
33031,1,3,1,4,0,2,0,7,152.0,9,0
33032,1,5,1,3,1,1,0,10,52.0,0,0
33033,0,5,1,3,0,1,1,10,26.0,3,0
33034,1,4,1,3,0,1,1,10,26.0,7,0
33035,0,5,1,4,1,1,0,10,124.0,7,0
33036,1,3,1,3,0,2,1,10,152.0,0,0
33037,0,3,1,3,1,2,1,10,152.0,4,0
33038,1,5,1,3,0,1,1,10,124.0,4,0
33039,1,5,1,1,0,1,1,10,26.0,9,0
33040,0,5,1,1,0,1,1,10,124.0,9,0
33041,1,4,1,4,0,1,1,7,26.0,5,1
33042,0,4,1,1,0,1,1,10,124.0,1,0
33043,1,3,1,1,1,2,0,10,152.0,2,0
33044,1,4,1,2,1,1,0,7,26.0,0,0
33045,0,4,1,3,0,1,1,7,156.0,4,0
33046,0,4,1,1,0,1,1,7,156.0,4,0
33047,1,3,1,3,0,2,0,11,152.0,2,0
33048,1,4,1,2,1,1,0,10,152.0,4,0
33049,1,4,1,1,1,1,0,10,122.0,2,0
33050,0,4,1,2,0,1,1,10,124.0,2,0
33051,0,6,1,3,1,1,0,10,26.0,0,0
33052,0,4,1,2,0,1,1,10,124.0,1,1
33053,0,3,1,4,0,2,1,10,124.0,6,0
33054,0,4,1,2,0,1,1,10,163.0,6,1
33055,0,3,1,3,0,2,1,10,124.0,3,1
33056,0,5,1,4,1,1,0,10,26.0,3,0
33057,0,3,1,4,1,2,0,10,153.0,7,0
33058,1,4,1,3,0,1,1,10,157.0,7,0
33059,1,3,1,1,1,2,0,10,152.0,8,0
33060,1,3,1,4,1,2,0,9,152.0,0,0
33061,1,3,1,4,0,2,1,10,152.0,5,0
33062,0,3,1,3,1,2,0,10,152.0,8,0
33063,0,5,1,2,0,1,1,10,124.0,8,0
33064,1,4,1,3,0,1,1,11,26.0,9,1
33065,0,3,1,3,1,2,0,10,152.0,0,0
33066,1,4,1,3,0,1,1,10,124.0,6,0
33067,0,5,1,4,0,1,1,10,16.0,3,0
33068,0,3,1,2,0,2,1,11,152.0,4,0
33069,1,5,1,3,0,1,1,11,26.0,1,0
33070,0,3,1,4,1,2,0,11,152.0,4,0
33071,0,5,1,3,0,1,1,7,26.0,1,0
33072,0,3,1,3,1,2,0,10,152.0,8,0
33073,0,4,1,4,0,1,1,10,26.0,1,0
33074,0,3,1,3,0,2,1,10,152.0,4,0
33075,0,5,1,3,0,1,0,10,124.0,5,0
33076,0,3,1,4,1,2,1,10,160.0,3,0
33077,1,5,1,3,0,1,1,10,13.0,4,1
33078,1,4,1,4,1,1,0,7,15.0,6,0
33079,0,4,1,3,0,1,1,10,124.0,3,1
33080,0,3,1,4,1,2,0,10,152.0,4,0
33081,1,3,1,3,0,2,1,10,124.0,6,1
33082,0,3,1,1,0,2,1,7,152.0,1,0
33083,1,3,1,3,1,2,0,10,152.0,3,0
33084,0,4,1,3,0,1,1,10,124.0,3,0
33085,0,4,1,3,1,2,0,7,1.0,1,0
33086,1,3,1,4,1,2,0,9,152.0,9,0
33087,0,3,1,1,0,2,1,10,26.0,4,0
33088,0,3,1,4,1,2,0,10,152.0,0,0
33089,0,5,1,4,1,1,1,10,26.0,7,0
33090,1,4,1,3,0,1,1,10,26.0,3,1
33091,1,3,1,2,1,2,0,10,152.0,8,0
33092,1,3,1,4,1,2,0,10,160.0,6,0
33093,1,3,1,2,1,2,0,9,152.0,6,0
33094,0,5,1,1,0,1,1,10,26.0,1,0
33095,0,3,1,4,1,2,0,9,152.0,5,0
33096,1,3,1,4,0,2,1,10,26.0,3,0
33097,1,4,1,3,0,3,1,10,55.0,7,1
33098,1,3,1,3,1,2,0,10,152.0,9,0
33099,1,3,1,2,1,2,0,10,152.0,1,0
33100,1,5,1,4,0,1,1,10,124.0,6,0
33101,0,4,1,1,0,1,1,10,26.0,7,0
33102,1,4,1,3,0,3,1,10,26.0,1,1
33103,1,4,1,3,0,1,1,10,26.0,4,0
33104,0,3,1,1,1,2,0,10,152.0,8,0
33105,1,3,1,4,0,2,1,10,152.0,2,0
33106,1,3,1,4,0,2,1,10,152.0,5,0
33107,0,3,1,3,1,2,0,10,152.0,6,0
33108,0,3,1,3,0,2,1,9,152.0,6,0
33109,1,3,1,3,0,2,0,7,152.0,4,0
33110,1,4,1,4,0,1,1,7,26.0,6,0
33111,1,3,1,4,1,2,0,10,160.0,0,0
33112,0,4,1,1,0,1,1,7,124.0,9,0
33113,1,3,1,2,1,2,0,10,152.0,5,0
33114,1,3,1,3,0,2,0,10,152.0,7,0
33115,1,5,1,3,0,1,1,10,124.0,1,0
33116,1,4,1,3,0,1,1,7,156.0,4,0
33117,0,5,1,3,1,1,0,10,26.0,1,0
33118,0,4,1,2,0,1,1,10,14.0,9,1
33119,0,3,1,3,1,2,0,10,152.0,4,0
33120,0,5,1,3,0,1,1,10,13.0,3,0
33121,1,3,1,3,0,1,1,10,154.0,3,1
33122,0,3,1,4,0,2,0,7,152.0,3,0
33123,1,4,1,3,0,1,0,10,122.0,9,0
33124,1,3,1,2,1,2,0,10,152.0,0,0
33125,0,3,1,2,0,2,1,7,160.0,8,1
33126,1,5,1,4,0,3,1,10,154.0,5,0
33127,0,5,1,4,0,1,1,10,154.0,8,0
33128,1,3,1,3,1,2,0,10,152.0,5,0
33129,0,3,1,4,1,2,0,10,152.0,2,0
33130,0,5,1,3,1,1,0,10,124.0,9,0
33131,0,5,1,1,1,1,1,10,26.0,7,0
33132,0,3,1,4,1,2,0,7,26.0,2,0
33133,1,3,1,3,1,2,0,10,152.0,7,0
33134,0,5,1,1,0,1,1,10,26.0,6,0
33135,1,3,1,3,1,1,0,10,152.0,8,0
33136,0,4,1,2,1,1,0,10,152.0,5,0
33137,0,4,1,3,0,1,1,10,26.0,1,1
33138,1,3,1,3,1,2,0,10,152.0,3,0
33139,0,3,1,3,1,2,0,7,160.0,6,0
33140,1,3,1,4,1,2,0,7,152.0,2,0
33141,0,4,1,1,0,1,1,10,124.0,7,0
33142,0,3,1,1,1,2,0,7,152.0,9,0
33143,0,3,1,3,1,2,0,10,124.0,0,0
33144,1,4,1,4,0,1,0,10,124.0,2,0
33145,0,3,1,4,1,2,0,7,152.0,2,0
33146,0,3,1,1,1,2,0,7,152.0,5,0
33147,1,3,1,1,1,2,0,10,152.0,3,0
33148,0,5,1,4,0,2,0,7,1.0,6,0
33149,1,3,1,3,0,2,1,10,152.0,8,0
33150,1,3,1,2,1,2,0,10,152.0,6,0
33151,0,3,1,3,1,2,0,10,152.0,1,0
33152,0,4,1,3,0,1,1,7,26.0,6,0
33153,0,4,1,3,1,1,0,10,124.0,7,0
33154,1,4,1,3,0,3,1,10,124.0,9,1
33155,1,3,1,3,0,1,1,10,124.0,1,0
33156,0,4,1,3,0,1,1,10,26.0,7,1
33157,0,3,1,1,1,2,0,10,152.0,4,0
33158,0,3,1,4,1,2,0,10,152.0,4,0
33159,0,4,1,1,0,1,1,10,124.0,9,1
33160,0,3,1,3,1,2,0,10,152.0,4,0
33161,1,4,1,1,1,1,0,10,14.0,5,0
33162,1,4,1,3,0,1,1,10,124.0,5,1
33163,1,3,1,2,0,2,0,7,160.0,9,0
33164,1,3,1,4,0,1,1,7,157.0,5,1
33165,1,3,1,3,1,2,0,10,152.0,0,0
33166,1,3,1,1,1,2,0,10,152.0,6,0
33167,1,4,1,4,0,1,1,10,124.0,5,0
33168,1,4,1,3,0,1,1,7,26.0,7,0
33169,0,3,1,4,1,2,0,7,152.0,7,0
33170,0,3,1,2,0,2,1,10,152.0,9,0
33171,1,3,1,3,1,2,0,10,152.0,9,0
33172,1,4,1,4,0,1,1,7,157.0,8,1
33173,0,3,1,4,1,2,0,7,152.0,5,0
33174,0,5,1,3,0,1,1,10,152.0,4,0
33175,0,5,1,3,0,1,1,10,26.0,3,0
33176,1,3,1,4,1,2,0,10,152.0,4,0
33177,1,3,1,4,0,1,1,10,156.0,5,1
33178,0,5,1,3,0,1,1,7,124.0,2,0
33179,0,5,1,3,0,1,1,10,26.0,3,0
33180,0,5,1,4,0,3,1,10,124.0,6,0
33181,0,3,1,1,0,2,1,10,154.0,9,1
33182,0,4,1,4,1,1,0,10,124.0,5,0
33183,1,3,1,4,0,2,1,10,152.0,8,1
33184,0,3,1,1,1,2,0,9,152.0,4,0
33185,1,5,1,3,0,1,1,10,23.0,2,1
33186,0,3,1,1,1,2,0,10,152.0,7,0
33187,1,4,1,3,0,1,1,10,124.0,1,0
33188,1,3,1,3,1,2,0,10,152.0,9,0
33189,0,3,1,3,0,1,1,10,122.0,8,1
33190,0,4,1,1,0,3,1,7,124.0,8,1
33191,0,3,1,4,0,1,1,10,124.0,5,1
33192,1,3,1,3,1,2,0,7,152.0,4,0
33193,1,4,1,4,0,1,1,10,26.0,8,1
33194,1,5,1,3,0,1,1,7,154.0,6,1
33195,1,4,1,4,0,1,1,10,26.0,5,0
33196,1,3,1,4,1,2,0,10,152.0,7,0
33197,0,5,1,3,1,1,0,7,26.0,4,0
33198,0,5,1,4,0,3,1,7,124.0,9,0
33199,1,3,1,3,1,2,0,10,152.0,2,0
33200,1,3,1,4,1,2,0,10,152.0,7,0
33201,0,3,1,3,0,2,1,10,160.0,4,0
33202,0,5,1,3,0,1,1,10,26.0,6,0
33203,0,4,1,3,0,1,1,10,122.0,4,0
33204,0,6,1,3,1,1,0,10,52.0,1,0
33205,1,4,1,4,0,1,1,7,26.0,3,1
33206,0,5,1,3,0,3,1,10,26.0,8,0
33207,0,3,1,1,0,1,1,10,157.0,6,0
33208,0,4,1,1,1,1,0,10,124.0,7,0
33209,0,3,1,4,1,2,0,10,152.0,6,0
33210,0,3,1,3,1,2,0,11,152.0,3,0
33211,1,4,1,1,0,1,1,10,124.0,1,1
33212,0,3,1,4,1,2,0,10,26.0,4,0
33213,1,3,1,1,1,2,1,7,152.0,1,0
33214,1,5,1,2,1,1,0,10,26.0,3,0
33215,0,5,1,2,0,1,1,10,124.0,8,1
33216,0,5,1,4,1,1,0,9,124.0,8,0
33217,1,3,1,3,1,2,0,7,152.0,5,0
33218,0,4,1,4,0,1,1,10,124.0,1,1
33219,0,3,1,1,1,2,0,10,152.0,5,0
33220,1,3,1,3,1,2,0,10,152.0,6,0
33221,0,4,1,3,0,1,1,10,26.0,5,1
33222,0,4,1,4,1,1,0,10,124.0,2,0
33223,0,3,1,1,1,2,1,7,160.0,4,0
33224,0,4,1,3,1,1,0,10,26.0,2,0
33225,1,5,1,4,1,1,0,7,124.0,9,0
33226,0,3,1,4,0,2,1,10,152.0,1,0
33227,1,3,1,1,0,2,1,7,151.0,2,0
33228,1,3,1,4,1,2,0,7,152.0,6,0
33229,1,3,1,4,1,1,1,9,154.0,5,0
33230,0,4,1,4,1,1,1,7,26.0,5,0
33231,0,4,1,2,0,1,1,10,26.0,7,0
33232,1,5,1,3,1,1,0,7,26.0,8,0
33233,1,3,1,4,1,2,0,10,152.0,4,0
33234,0,3,1,4,0,2,1,10,160.0,3,0
33235,0,3,1,1,1,2,0,10,152.0,6,0
33236,1,4,1,1,0,1,0,7,156.0,1,0
33237,0,4,1,1,1,1,0,7,152.0,3,0
33238,0,4,1,3,1,1,0,10,26.0,1,0
33239,1,3,1,2,1,2,0,10,160.0,4,0
33240,1,3,1,4,0,2,0,7,152.0,9,1
33241,0,4,1,3,0,1,1,10,26.0,4,0
33242,1,3,1,4,0,1,1,10,156.0,5,1
33243,0,4,1,3,1,1,0,10,124.0,1,0
33244,1,5,1,3,0,1,1,10,26.0,3,0
33245,1,5,1,2,0,1,1,10,152.0,4,0
33246,1,3,1,4,1,2,0,10,152.0,2,0
33247,0,5,1,4,0,1,1,10,8.0,7,0
33248,0,3,1,4,1,2,0,10,152.0,6,0
33249,1,3,1,2,1,2,0,7,160.0,7,0
33250,0,4,1,4,1,1,0,7,109.0,2,0
33251,0,4,1,3,0,1,1,10,26.0,0,0
33252,0,3,1,3,1,2,0,10,160.0,9,0
33253,0,3,1,3,0,1,1,10,124.0,0,0
33254,0,3,1,1,0,2,1,10,124.0,6,1
33255,0,3,1,1,0,1,1,7,157.0,3,1
33256,1,3,1,4,1,2,0,10,152.0,7,0
33257,0,4,1,1,1,1,0,10,124.0,2,0
33258,0,4,1,2,0,1,1,10,124.0,4,1
33259,1,5,1,3,1,1,0,10,26.0,6,0
33260,0,3,1,2,0,2,1,10,152.0,0,0
33261,0,5,1,3,1,1,0,10,26.0,2,0
33262,0,5,1,3,0,1,1,10,124.0,7,0
33263,0,4,1,4,0,1,1,10,124.0,4,1
33264,0,4,1,2,0,1,1,9,157.0,3,1
33265,1,3,1,3,1,2,0,10,152.0,7,0
33266,1,4,1,3,0,1,1,10,124.0,6,0
33267,0,4,1,3,0,1,1,10,61.0,5,0
33268,0,6,1,4,0,1,1,10,26.0,1,0
33269,0,3,1,4,0,2,1,10,152.0,3,0
33270,0,4,1,3,0,1,1,7,163.0,2,1
33271,0,5,1,3,1,1,0,10,26.0,9,0
33272,1,4,1,4,0,1,1,10,26.0,6,0
33273,0,5,1,1,1,1,0,10,19.0,1,0
33274,1,3,1,4,0,2,1,10,124.0,6,1
33275,1,3,1,1,1,2,0,10,152.0,8,0
33276,0,3,1,4,0,2,0,10,152.0,2,0
33277,1,5,1,1,1,1,0,10,7.0,1,0
33278,1,3,1,4,1,2,0,10,152.0,6,0
33279,0,3,1,3,1,2,0,10,152.0,6,0
33280,0,3,1,3,1,2,0,9,152.0,5,0
33281,0,3,1,1,1,2,0,10,160.0,6,0
33282,0,3,1,3,0,2,1,10,160.0,5,0
33283,1,3,1,4,1,2,0,10,152.0,4,0
33284,1,3,1,4,1,2,0,10,152.0,0,0
33285,1,3,1,4,0,2,1,10,152.0,1,0
33286,1,3,1,1,1,2,0,10,152.0,8,0
33287,0,4,1,4,0,1,1,10,124.0,6,1
33288,0,3,1,4,1,2,0,10,152.0,1,0
33289,0,4,1,1,0,1,1,10,124.0,6,0
33290,0,5,1,3,1,1,0,10,26.0,3,0
33291,0,3,1,4,0,2,1,10,124.0,5,0
33292,0,3,1,3,1,2,0,10,152.0,2,0
33293,0,4,1,3,0,1,1,7,156.0,6,1
33294,1,3,1,3,0,1,1,10,124.0,1,0
33295,1,5,1,4,0,3,1,10,26.0,2,0
33296,1,3,1,3,0,2,1,10,26.0,8,0
33297,1,3,1,3,1,2,0,9,152.0,7,0
33298,0,3,1,3,0,1,1,10,152.0,1,1
33299,0,4,1,4,0,1,1,7,26.0,6,0
33300,1,3,1,4,1,2,0,7,151.0,7,0
33301,0,4,1,3,0,1,1,10,124.0,4,1
33302,0,3,1,2,0,1,1,7,154.0,6,0
33303,1,3,1,1,0,2,1,10,152.0,1,0
33304,0,3,1,3,1,2,0,10,152.0,3,0
33305,0,3,1,3,1,2,0,10,152.0,7,0
33306,1,4,1,3,0,1,1,10,55.0,9,0
33307,1,3,1,3,1,2,0,10,152.0,9,0
33308,0,4,1,4,0,1,1,10,124.0,0,1
33309,0,4,1,1,0,1,1,10,26.0,8,1
33310,0,3,1,1,0,2,1,7,152.0,9,0
33311,1,3,1,3,0,1,1,10,26.0,6,1
33312,1,3,1,4,1,2,0,7,152.0,3,0
33313,1,3,1,2,0,2,1,7,152.0,3,0
33314,0,6,1,3,1,1,0,10,37.0,7,0
33315,0,5,1,4,0,1,1,10,124.0,7,1
33316,0,4,1,3,0,1,1,10,26.0,6,0
33317,0,5,1,3,0,1,1,11,124.0,7,0
33318,0,3,1,3,1,2,0,10,152.0,3,0
33319,0,5,1,3,1,1,0,10,26.0,3,0
33320,0,5,1,3,1,1,0,10,26.0,1,0
33321,0,5,1,4,0,1,1,10,26.0,7,0
33322,1,3,1,1,0,1,0,10,154.0,4,0
33323,0,3,1,3,0,2,1,10,24.0,8,0
33324,0,6,1,4,1,1,0,9,26.0,4,0
33325,0,5,1,1,1,1,0,10,26.0,6,0
33326,1,4,1,3,0,1,1,7,26.0,3,0
33327,1,4,1,3,0,1,0,10,26.0,1,0
33328,1,3,1,3,1,2,0,10,152.0,6,0
33329,0,5,1,3,0,1,1,11,26.0,6,0
33330,0,5,1,3,0,1,1,10,26.0,1,1
33331,0,5,1,4,1,1,0,7,26.0,6,0
33332,0,3,1,3,1,2,0,7,156.0,6,0
